web-scraper-order,web-scraper-start-url,pagination,pagination-href,pr_url,pr_url-href,title,body,date,issues,transcript
"1528294479-58","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=3","Walker Introduces Legislation to Rename Greensboro Post Office in Honor of Congressman Howard Coble","https://walker.house.gov/media-center/press-releases/walker-introduces-legislation-rename-greensboro-post-office-honor","Walker Introduces Legislation to Rename Greensboro Post Office in Honor of Congressman Howard Coble","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today introduced legislation to rename a United States Postal Service Office in Greensboro, N.C. as the J. Howard Coble Post Office Building. The post office to be renamed is located at 1585 Yanceyville Street.

The introduction of this bill comes just before what would have been Coble's 87th birthday on March 18th. 

""North Carolina was blessed to have the leadership of Howard Coble in Congress for thirty years, but we were even more blessed to call him a friend and mentor,"" Walker said. ""During his time in Washington, Congressman Coble demonstrated that tone, approach, and a heart of service still matter in our political discourse. After being a staple of our community for decades, it is fitting that we have this permanent reminder of his service.""

John Howard Coble was born in Greensboro, Guilford County, N.C., on March 18, 1931. After graduating from high school, he briefly attended Appalachian State University before serving 5 years in the United States Coast Guard. After leaving active duty in 1956, he continued to serve in the United States Coast Guard Reserve from 1960-1982.


	Coble received a degree in History from Guildford College in 1958 and a J.D from University of North Carolina School of Law, Chapel Hill in 1962. Coble worked in the insurance industry, was assistant U.S. Attorney for the Middle District of North Carolina, and was secretary of the North Carolina Department of Revenue. Coble served one term in the North Carolina House of Representatives in 1969 and again from 1979-1984.


	In 1984, Coble was elected to represent North Carolina’s 6th District in the U.S. House of Representatives. He would end up serving for 15 terms and 30 years, the longest period ever served by a North Carolina Republican.


	Coble served on the Judiciary Committee and chaired the Subcommittee on Courts, Intellectual Property and the Internet. During the advent of the internet in the 1990’s he worked to strengthen copyright and patent laws. In retirement, he refused to take his congressional pension – Coble believed in being fiscally responsible and thought his salary was sufficient enough compensation.


	Known for his kind and affable demeanor, Coble was respected by colleagues on both sides of the aisle. More importantly, he was beloved by the people of North Carolina’s 6th congressional district. Coble never forgot about the people he was serving back home – he participated in over 200 local Christmas parades and another 200 Eagle Scout ceremonies. Coble had a keen memory for names and faces and knew the high school mascots for schools from all over North Carolina. 


	In 2013, citing his declining health, Coble announced he would not seek re-election to a 16th term. In January 2015, Coble concluded his 30 years of service in United States House of Representatives. In November 2015, Coble passed away from health issues related to his age, leaving behind a lifelong legacy of friendship, patriotism, and commitment to conservative principles.","March 6, 2018","","null"
"1528294791-252","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=17","Walker Efforts Successful, Justice Department Releases Funds","https://walker.house.gov/media-center/press-releases/walker-efforts-successful-justice-department-releases-funds","Walker Efforts Successful, Justice Department Releases Funds","WASHINGTON, DC – U.S. Representative Mark Walker (NC-06) announced today that the U.S. Department of Justice (DOJ) has agreed to release asset forfeiture funds to the Alamance County Sheriff’s Department. The funds had been withheld from the department due to ongoing litigation by the DOJ beginning December 2012.","January 14, 2016","Accountability","Rep. Walker and Alamance County Sheriff Terry Johnson will hold a joint press conference at the Alamance County Sheriff’s Department on Friday, January 15 at 3:00PM to further discuss this matter."
"1528294858-296","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=20","Walker Adds Hall, Mueller to Communications Staff","https://walker.house.gov/media-center/press-releases/walker-adds-hall-mueller-communications-staff","Walker Adds Hall, Mueller to Communications Staff","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) announces changes to his communications staff, effective October 1, 2015. Kyle Hall has been named Communications Director and will be based in the Greensboro office. Hall succeeds Kate Disbrow, who remains on staff as a part-time Communications Advisor. Kami Mueller joins the staff as a Communications Advisor.","October 1, 2015","","Disbrow started when Rep. Walker assumed office in January 2015 as Communications Director in the Washington, DC office.  Disbrow has over seven years of experience working for other members of Congress, trade associations and organizations in Washington, DC and remains as a part-time Communications Advisor for Rep. Walker."
"1528294864-299","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=20","District Schedule: Week of October 12-17","https://walker.house.gov/media-center/press-releases/district-schedule-week-october-12-17","District Schedule: Week of October 12-17","GREENSBORO, NC â€“ Congressman Mark Walker announces his schedule in the Sixth Congressional District for the week of October 12-16. On Wednesday, October 14, Congressman Walker will host a public forum, Coffee with the Congressman, in High Point.","October 9, 2015","","TUESDAY, OCTOBER 13"
"1528294452-44","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=2","Walker Introduces Legislation to Stop Wasteful Spending in Federal Agencies and Bring Needed Accountability","https://walker.house.gov/media-center/press-releases/walker-introduces-legislation-stop-wasteful-spending-federal-agencies","Walker Introduces Legislation to Stop Wasteful Spending in Federal Agencies and Bring Needed Accountability","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) yesterday introduced H.R. 5415, the Good Accounting Obligation in Government (GAO-IG) Act. This legislation would save taxpayer money and bring needed accountability to federal agencies by requiring them to report on the status of Government Accountability Office (GAO) and Office of Inspector General (IG) recommendations in their annual budget justification. The GAO-IG Act is a House companion bill to S.2276, introduced by U.S. Senator Todd Young (R-Ind.) and U.S. Senator Elizabeth Warren (D-Mass.).

These changes represent potential savings of at least $87 billion for taxpayers as agencies will be forced to improve based on IG and GAO recommendations or will be required to provide justification for not implementing the recommendations.


	As of 2016, there were more than 15,000 open and unimplemented federal agency recommendations from the IG and more than 8,000 open GAO federal agency recommendations.

“Right now, North Carolina taxpayers are having their hard-earned money wasted by federal bureaucrats who have been told how to improve and become more efficient, but refuse to follow recommendations,” Walker said. “That is unacceptable. This bipartisan legislation will make government better, more accountable, and save taxpayer dollars.”

“This bipartisan bill will help make our federal government more accountable and save taxpayer dollars - two things Hoosiers want,” said Senator Young. “Ensuring Congress has the information necessary to conduct effective oversight will lead to increased transparency for federal agencies and better service to taxpayers.” 

“I’m glad to partner with Senator Young on a bill that gives Congress a powerful tool to hold agencies accountable and make sure they are working on behalf of American families,” said Senator Warren. “This bipartisan bill will make our government more transparent and effective – and save taxpayers real money.”

Read the full text of the GAO-IG Act here.","March 27, 2018","Accountability","null"
"1528294685-189","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=12","Walker Sworn-In As 115th Congress Convenes","https://walker.house.gov/media-center/press-releases/walker-sworn-115th-congress-convenes","Walker Sworn-In As 115th Congress Convenes","WASHINGTON, D.C. – U.S. Representative Mark Walker (NC-06) today was sworn in to the 115th Congress. The individual ceremonial swearing-in followed the oath of office on the floor of the House of Representatives.","January 3, 2017","","null"
"1528294498-70","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=4","Walker on Democrats Ending Shutdown: ""Disappointing That Thousands of Families in NC Had to Face Uncertainty Because of Reckless Tactics""","https://walker.house.gov/media-center/press-releases/walker-democrats-ending-shutdown-disappointing-thousands-families-nc-had","Walker on Democrats Ending Shutdown: ""Disappointing That Thousands of Families in NC Had to Face Uncertainty Because of Reckless Tactics""","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) released the following statement after the U.S. Senate passed the cloture vote, 81-18, on a three-week Continuing Resolution (CR) funding bill:

“Today, my Democratic colleagues finally agreed to stop the political gamesmanship with our national security and reopen the government, accepting the same deal they were given Friday. It’s disappointing that thousands of families in North Carolina had to face uncertainty because of reckless tactics from Senator Schumer that yielded zero results. Moving forward, Congress needs to pass appropriations on time – as the House did this year – and we need to make sure we prioritize the needs of American families first.""


	Following final passage of the bill in the Senate, the House will vote on the legislation and pending  House passage the President will sign it into law to end the government shutdown.","January 22, 2018","Accountability","null"
"1528294850-291","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=19","Walker Announces People's Night II","https://walker.house.gov/media-center/press-releases/walker-announces-peoples-night-ii","Walker Announces People's Night II","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) has called for a Special Order on the U.S. House floor on November 18 for Peopleâ€™s Night II. This is an effort to highlight Rep. Walkerâ€™s and conservative lawmakersâ€™ demands for government accountability and transparency. This hour will focus on the Senate Majority Leaderâ€™s inaction on over 300 pieces of legislation passed by the House.","November 17, 2015","Accountability","null"
"1528294548-111","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=6","Walker Honors Greensboro’s Hopper Family as November Community Heroes of the Month","https://walker.house.gov/media-center/press-releases/walker-honors-greensboro-s-hopper-family-november-community-heroes-month","Walker Honors Greensboro’s Hopper Family as November Community Heroes of the Month","GREENSBORO, N.C. – U.S. Representative Mark Walker (R-N.C.) on Sunday honored Greensboro's Andrew and Anna Hopper as the Sixth District Community Heroes of the Month for November 2017 at Mercy Hill Church's Regional Campus. 


	Each month, Walker awards a constituent, business, or organization in his district for displaying extraordinary acts of service and for making a difference in the lives around them.","November 13, 2017","Education and Opportunity","null"
"1528294868-303","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=20","Walker, Blackburn Introduce Bill to Protect Private Sector Jobs","https://walker.house.gov/media-center/press-releases/walker-blackburn-introduce-bill-protect-private-sector-jobs","Walker, Blackburn Introduce Bill to Protect Private Sector Jobs","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) and Congressman Marsha Blackburn (TN-07) today introduced the Preventing Government Printing Overreach Act. This legislation aims to protect private sector jobs by preventing the Government Publishing Office (GPO) from printing government security credentials.","October 20, 2015","Spending Cuts and Debt","null"
"1528294433-34","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=1","Walker in Wall Street Journal Op-Ed: ""Start Cutting Spending—and Don’t Stop""","https://walker.house.gov/media-center/press-releases/walker-wall-street-journal-op-ed-start-cutting-spending-and-don-t-stop","Walker in Wall Street Journal Op-Ed: ""Start Cutting Spending—and Don’t Stop""","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) penned an op-ed in The Wall Street Journal highlighting the rescissions package that President Donald Trump submitted to Congress on Tuesday, and why it is important to pass, calling it ""the epilogue to March’s spending saga.""","May 9, 2018","Accountability","The rescissions package is the epilogue to March’s spending saga, when Mr. Trump threatened to veto the congressional omnibus and pledged never to sign such a bill again. Now after the omnibus increased annual discretionary spending by $137 billion, Mr. Trump has proposed to claw back $15.4 billion in waste."
"1528294939-346","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=23","Watch: Walker's Opening Statement at People’s Night","https://walker.house.gov/media-center/press-releases/watch-walkers-opening-statement-people-s-night","Watch: Walker's Opening Statement at People’s Night","WASHINGTON, DC â€“ Last night, U.S. Representative Mark Walker (NC-06) convened the first-ever Peopleâ€™s Night on government accountability.  Peopleâ€™s Night is a series Rep. Walker is leading of hour-long sessions on the U.S. House of Representatives floor for Members of Congress to address the frustrations and concerns he and his colleagues hear from constituents.","June 16, 2015","Accountability","Tonight is a night about accountability, about taking responsibility. Many of my colleagues that will speak here tonight were sent by districts of people who wanted to hold this government accountable â€“ both fiscally and socially."
"1528294544-108","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=6","WALKER: ""The Adoption Tax Credit is Pro-Life and Pro-Family""","https://walker.house.gov/media-center/press-releases/walker-adoption-tax-credit-pro-life-and-pro-family","WALKER: ""The Adoption Tax Credit is Pro-Life and Pro-Family""","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today released the following statement after House Ways and Means Chairman Kevin Brady (R-Texas) addedan amendment to H.R. 1, the Tax Cuts and Jobs Act, to preserve the adoption tax credit:

“Simplifying our broken tax code means ending carveouts for Washington’s well-connected, but middle-income families looking to adopt – and often save – a precious young life simply does not fit that mold. The adoption tax credit is pro-life and pro-family. I commend Chairman Brady for saving this important provision in the Tax Cuts and Jobs Act.”


	Walker was the first member of Congress to call for the readdition of the adoption tax credit in a tweet on November 3rd.","November 9, 2017","Tax Reform","null"
"1528294872-305","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=20","Walker Objects to President Obama's Veto of Defense Bill","https://walker.house.gov/media-center/press-releases/walker-objects-president-obamas-veto-defense-bill","Walker Objects to President Obama's Veto of Defense Bill","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) today responded to President Obamaâ€™s veto of the National Defense Authorization Act (NDAA), a bill that would provide for the pay and readiness of our troops and the foundation of our national security.","October 22, 2015","Foreign Affairs","The NDAA has passed each year for 53 years, with only four vetoes during that period, which were due to objections with Department of Defense policies. The current version vetoed by President Obama passed the House and Senate with overwhelming bipartisan support: 71-25 in the Senate, with 25 Democrats voting yes; and 270-156 in the House, with 37 Democrats voting yes."
"1528294860-297","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=20","Walker Honors Kristy and Don Milholin as October Community Heroes of the Month","https://walker.house.gov/media-center/press-releases/walker-honors-kristy-and-don-milholin-october-community-heroes-month","Walker Honors Kristy and Don Milholin as October Community Heroes of the Month","GREENSBORO, NC â€“ U.S. Representative Mark Walker (NC-06) honored Kristy and Don Milholin as the North Carolina Sixth Congressional District Community Heroes of the Month.","October 5, 2015","","More information about the Out of the Garden Project can be found on their website: www.outofthegardenproject.org."
"1528294852-293","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=19","Walker Votes to Protect Our National Security","https://walker.house.gov/media-center/press-releases/walker-votes-protect-our-national-security","Walker Votes to Protect Our National Security","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) voted today on the passage of American SAFE Act (H.R. 4038), a bill that prevents the admission of Syrian or Iraqi refugees without prior unanimous security clearance from top U.S. security officials.","November 19, 2015","Security","The American Security Against Foreign Enemies (SAFE) Act of 2015 prevents admission to the United States any Syrian and Iraqi refugee until top security officials â€“ the Secretary of Homeland Security, the Director of the FBI, and the Director of National Intelligence â€“ unanimously certify that the individual does not represent a security threat."
"1528294772-236","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=16","Walker, Sheriffs Announce Justice Department Reversal on Asset Forfeiture","https://walker.house.gov/media-center/press-releases/walker-sheriffs-announce-justice-department-reversal-asset-forfeiture","Walker, Sheriffs Announce Justice Department Reversal on Asset Forfeiture","GREENSBORO, N.C. – U.S. Representative Mark Walker (NC-06) announced today that the U.S. Department of Justice (DOJ) has reversed its abrupt decision to defer Equitable Sharing payments to state, local, and tribal law enforcement agencies. The DOJ’s reversal comes after months of questioning from Walker’s office.","March 28, 2016","Security","“Several months ago, the DOJ abruptly decided to cease the Asset Forfeiture Program. This decision greatly impacted the Sheriff’s Office’s budget and our ability to fight against crime,” said Sheriff Sam Page. “The first phone call I made was to my congressman. Not only did Congressman Walker listen to our concerns, but he quickly responded. I’m excited that the DOJ has decided to reinstate this program so that my department and all law enforcement agencies across the nation can now better protect our citizens,” added Page."
"1528294852-292","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=19","Walker Votes to Protect Our National Security","https://walker.house.gov/media-center/press-releases/walker-votes-protect-our-national-security","Walker Votes to Protect Our National Security","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) voted today on the passage of American SAFE Act (H.R. 4038), a bill that prevents the admission of Syrian or Iraqi refugees without prior unanimous security clearance from top U.S. security officials.","November 19, 2015","Foreign Affairs","The American Security Against Foreign Enemies (SAFE) Act of 2015 prevents admission to the United States any Syrian and Iraqi refugee until top security officials â€“ the Secretary of Homeland Security, the Director of the FBI, and the Director of National Intelligence â€“ unanimously certify that the individual does not represent a security threat."
"1528294535-101","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=6","Walker Honors Person County’s Lacy Winstead as October Community Hero of the Month","https://walker.house.gov/media-center/press-releases/walker-honors-person-county-s-lacy-winstead-october-community-hero-month","Walker Honors Person County’s Lacy Winstead as October Community Hero of the Month","ROXBORO, N.C. – U.S. Representative Mark Walker (R-N.C.) on Tuesday honored Person County's Lacy Winstead as the Sixth District Community Hero of the Month for October 2017 at Roxboro Community School.

Each month, Walker awards a constituent, business, or organization in his district for displaying extraordinary acts of service and for making a difference in the lives around them.

Lacy Winstead is a native of Roxboro, N.C. and is retired from careers in both agriculture and real estate.   He was part of an original group of citizens who saw the need for public school choice in Person County and was very instrumental in the building of Roxboro Community School.   The school serves both middle and high school students, and is located in a historic building that once served as a cotton mill. 
 
“When I first met Lacy Winstead last year, I was impressed that a everyday citizen would be willing to sacrifice so much time and effort to not only preserve an important historic building, but create a unique space in the community for students from all walks of life to learn and grow,” Walker said. “It took vision and perseverance to complete the building and make this charter school a reality, and Mr. Winstead has left a legacy that will impact many generations for years to come.” 
 
Winstead was presented with a certificate and a flag flown over the U.S. Capitol.","October 13, 2017","","null"
"1528294642-169","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=10","Walker Praises President's Action on Energy Independence","https://walker.house.gov/media-center/press-releases/walker-praises-presidents-action-energy-independence","Walker Praises President's Action on Energy Independence","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today praised President Trump's Energy Independence Executive Order that reverses many of the most expensive and burdensome regulations on American jobs and energy production.

""North Carolinians are facing increases in their energy bills and their groceries because of an out-of-control regulatory system that disregards any unintended consequences their rule-making has on low and middle-income families,"" Walker said. ""I want to protect America's natural treasures for generations to come; however, that doesn’t mean disregarding common sense and facts. I applaud President Trump for striking these burdensome rules and supporting an all-of-the-above energy approach that promotes innovation.""


	""It is our responsibility to promote policies that deliver clean air and water, alongside strong economic growth and job creation,"" Walker added.

The executive order directs the Environmental Protection Agency to suspend, revise, or rescind four actions related to the Clean Power Plan that would stifle the American energy industry. According to NERA Economic Consulting, the Obama Administration’s Clean Power Plan could cost up to $39 billion a year and increase electricity prices in 41 States by at least ten percent. It also lifts the ban on federal leasing for coal production, and takes away job-killing restrictions on the production of oil, natural gas, clean coal, and shale energy.","March 28, 2017","Energy","null"
"1528294491-67","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=4","Walker and Administration Committee Introduces Legislation to Force Congressional Sexual Harassment Settlements to Be Public","https://walker.house.gov/media-center/press-releases/walker-and-administration-committee-introduces-legislation-force","Walker and Administration Committee Introduces Legislation to Force Congressional Sexual Harassment Settlements to Be Public","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today joined members of the Committee on House Administration in introducing H.R. 4822, the Congressional Accountability Act of 1995 Reform Act (CAA Reform Act). This bipartisan legislation will increase accountability and transparency in the process for reporting sexual harassment and abuse in Congress. It will also hold members of Congress personally responsible for their actions, requiring the Office of Compliance (OOC) to report and publish online every six months information on awards and settlements, and forcing awards or settlements to be repaid by the member to United States Treasury account within 90 days.

“Serving in Congress should be about public service, and that means holding yourself to a higher standard,"" Walker said. ""No more hiding indiscretions or paying settlements with taxpayer dollars. With this bill, members of Congress will be held to account for their misbehavior, just as the people they represent.”

This legislation is sponsored by Committee on House Administration Chairman Gregg Harper (R-Miss.), and is co-sponsored by Committee Ranking Member Robert Brady (D-Pa.), and the Members of the Committee on House Administration, Representatives Rodney Davis (R-Ill.), Barbara Comstock (R-Va.), Adrian Smith (R-Neb.), Barry Loudermilk (R-Ga.), Zoe Lofgren (D-Calif.), and Jamie Raskin (D-Md.). Additionally, the bill is cosponsored by Representatives Bradley Byrne (R-Ala.), Jackie Speier (D-Calif.), and Committee on Ethics Chairwoman Susan Brooks (R-Ind.) and Ranking Member Ted Deutch (D-Fla.).


	Walker is also a co-sponsor of Representative Ron DeSantis' (R-Fla.) Congressional Accountability and Hush Fund Elimination Act.

The CAA Reform Act was written following multiple Committee on House Administration hearings on the matter. Read the full text of the CAA Reform Act here.


	You can learn more about the legislation in the information here and below from the Committee:

H.R.4822, the Congressional Accountability Act of 1995 Reform Act","January 18, 2018","Accountability","Strengthens transparency:"
"1528294701-197","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=13","Rep. Walker Releases Statement on Vandalism of Alamance County GOP Headquarters","https://walker.house.gov/media-center/press-releases/rep-walker-releases-statement-vandalism-alamance-county-gop-headquarters","Rep. Walker Releases Statement on Vandalism of Alamance County GOP Headquarters","BURLINGTON, N.C. – U.S. Representative Mark Walker (NC-06) today released the following statement on the vandalism of the Alamance County GOP Headquarters in Burlington, N.C.:","November 4, 2016","","null"
"1528294546-110","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=6","Walker Introduces Bill to Help Disabled Veterans Save For Retirement","https://walker.house.gov/media-center/press-releases/walker-introduces-bill-help-disabled-veterans-save-retirement","Walker Introduces Bill to Help Disabled Veterans Save For Retirement","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) introduced H.R. 4262, the Financial Independence for Disabled Veterans Act. This bill allows disabled veterans to contribute to their Thrift Savings Plan (TSP) account, using their disability compensation.


	In 2015, Congress gave our servicemen and servicewomen a new way to save for retirement by allowing them to contribute money to a TSP.  The TSPs act similar to a 401k, deferring taxes and helping members of the military build a nest egg for the future.


	However, under current law our service members are not able to contribute to their retirement once they transition back to civilian life. This makes saving for the future difficult, especially for the veterans of Iraq and Afghanistan, 40% of whom are disabled when they come home.

""Our disabled veterans may leave the military, but they never leave service to our country,”Walker said. “Their sacrifice and many of their injuries stay with them. The Financial Independence for Disabled Veterans Act will allow our heroes to keep contributing to their TSP after they leave the Armed Forces and empower them with a more secure financial future.”


	This retirement provision was based on recommendations from the Compensation and Retirement Modernization Commission (MCRMC). It also comes following Walker hosting multiple roundtables with veterans in the community and getting feedback on policy proposals. 


	According to the U.S. Department of Veterans Affairs, 181,985 North Carolina veterans received disability compensation in fiscal year 2016. You can read the full text of the Financial Independence for Disabled Veterans Act here.","November 10, 2017","Veterans","null"
"1528294912-328","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=22","Walker Fights to Truly Return Control of Education","https://walker.house.gov/media-center/press-releases/walker-fights-truly-return-control-education","Walker Fights to Truly Return Control of Education","WASHINGTON, DC â€“ Today, U.S. Representative Mark Walker (NC-06) championed to truly restore local control of education and give states the greatest flexibility by fighting for the Academic Partnerships Lead Us to Success (A-PLUS) amendment to be included in H.R. 5 the Student Success Act. The A-PLUS amendment would have allowed states to completely opt-out of federal mandates and programs while retaining federal funding. Rep. Walker also voted in support of the House passage of the overall bill and released the following statement:","July 8, 2015","Education and Opportunity","###"
"1528294669-182","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=12","ICYMI: [Walker] opposes short-term spending bill in preview of how he’ll lead conservative wing'","https://walker.house.gov/media-center/press-releases/icymi-walker-opposes-short-term-spending-bill-preview-how-he-ll-lead","ICYMI: [Walker] opposes short-term spending bill in preview of how he’ll lead conservative wing'","WASHINGTON, D.C. – On Friday, an article in The News & Observer highlighted U.S. Representative Mark Walker's (NC-06) opposition to the Continuing Resolution – which passed the House on Thursday – and highlighted what it signals as he steps in to lead the Republican Study Committee (RSC).


	""Walker’s opposition this week signals he’ll lead the RSC next year in pushing back against last-minute legislation often loaded with spending and provisions designed to solicit broad support from lawmakers,"" the article reads. ""Walker’s statement Thursday called on Republicans to consider their approach to passing budgets as much as they consider their policy positions and spending priorities.""


	The article continued: “'This bill is a far cry from how our government should be funded and what priorities should be appropriated...In the next Congress, we have to dedicate ourselves to being proactive, rather than reactive,' he said.""

Read the article in its entirety here.","December 9, 2016","Spending Cuts and Debt","null"
"1528294642-170","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=10","Walker Praises President's Action on Energy Independence","https://walker.house.gov/media-center/press-releases/walker-praises-presidents-action-energy-independence","Walker Praises President's Action on Energy Independence","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today praised President Trump's Energy Independence Executive Order that reverses many of the most expensive and burdensome regulations on American jobs and energy production.

""North Carolinians are facing increases in their energy bills and their groceries because of an out-of-control regulatory system that disregards any unintended consequences their rule-making has on low and middle-income families,"" Walker said. ""I want to protect America's natural treasures for generations to come; however, that doesn’t mean disregarding common sense and facts. I applaud President Trump for striking these burdensome rules and supporting an all-of-the-above energy approach that promotes innovation.""


	""It is our responsibility to promote policies that deliver clean air and water, alongside strong economic growth and job creation,"" Walker added.

The executive order directs the Environmental Protection Agency to suspend, revise, or rescind four actions related to the Clean Power Plan that would stifle the American energy industry. According to NERA Economic Consulting, the Obama Administration’s Clean Power Plan could cost up to $39 billion a year and increase electricity prices in 41 States by at least ten percent. It also lifts the ban on federal leasing for coal production, and takes away job-killing restrictions on the production of oil, natural gas, clean coal, and shale energy.","March 28, 2017","Jobs and Economic Growth","null"
